index,date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
674,2015-04-01T00:00:00,TPCP,GHCND:CEM00043466,2767,0,0,Sri Lanka,TPCP
675,2015-05-01T00:00:00,TPCP,GHCND:CE000434730,2039,0,0,Sri Lanka,TPCP
676,2015-05-01T00:00:00,TPCP,GHCND:CEM00043418,1324,0,0,Sri Lanka,TPCP
677,2015-05-01T00:00:00,TPCP,GHCND:CEM00043424,1018,0,0,Sri Lanka,TPCP
678,2015-05-01T00:00:00,TPCP,GHCND:CEM00043441,1590,0,0,Sri Lanka,TPCP
679,2015-05-01T00:00:00,TPCP,GHCND:CEM00043466,1602,0,0,Sri Lanka,TPCP
680,2015-06-01T00:00:00,TPCP,GHCND:CE000434730,1276,0,0,Sri Lanka,TPCP
681,2015-06-01T00:00:00,TPCP,GHCND:CEM00043418,223,0,0,Sri Lanka,TPCP
682,2015-06-01T00:00:00,TPCP,GHCND:CEM00043424,455,0,0,Sri Lanka,TPCP
683,2015-06-01T00:00:00,TPCP,GHCND:CEM00043441,645,0,0,Sri Lanka,TPCP
684,2015-06-01T00:00:00,TPCP,GHCND:CEM00043466,2446,0,0,Sri Lanka,TPCP
685,2015-07-01T00:00:00,TPCP,GHCND:CE000434730,986,0,0,Sri Lanka,TPCP
686,2015-07-01T00:00:00,TPCP,GHCND:CEM00043418,94,0,0,Sri Lanka,TPCP
687,2015-07-01T00:00:00,TPCP,GHCND:CEM00043424,5,0,0,Sri Lanka,TPCP
688,2015-07-01T00:00:00,TPCP,GHCND:CEM00043441,317,0,0,Sri Lanka,TPCP
689,2015-07-01T00:00:00,TPCP,GHCND:CEM00043466,429,0,0,Sri Lanka,TPCP
690,2015-08-01T00:00:00,TPCP,GHCND:CE000434730,448,0,0,Sri Lanka,TPCP
691,2015-08-01T00:00:00,TPCP,GHCND:CEM00043418,308,0,0,Sri Lanka,TPCP
692,2015-08-01T00:00:00,TPCP,GHCND:CEM00043424,145,0,0,Sri Lanka,TPCP
693,2015-08-01T00:00:00,TPCP,GHCND:CEM00043441,480,0,0,Sri Lanka,TPCP
694,2015-08-01T00:00:00,TPCP,GHCND:CEM00043466,900,0,0,Sri Lanka,TPCP
695,2015-09-01T00:00:00,TPCP,GHCND:CE000434730,2300,0,0,Sri Lanka,TPCP
696,2015-09-01T00:00:00,TPCP,GHCND:CEM00043418,2138,0,0,Sri Lanka,TPCP
697,2015-09-01T00:00:00,TPCP,GHCND:CEM00043424,680,0,0,Sri Lanka,TPCP
698,2015-09-01T00:00:00,TPCP,GHCND:CEM00043441,1115,0,0,Sri Lanka,TPCP
699,2015-09-01T00:00:00,TPCP,GHCND:CEM00043466,6035,0,0,Sri Lanka,TPCP
700,2015-10-01T00:00:00,TPCP,GHCND:CE000434730,3233,0,0,Sri Lanka,TPCP
701,2015-10-01T00:00:00,TPCP,GHCND:CEM00043418,4103,0,0,Sri Lanka,TPCP
702,2015-10-01T00:00:00,TPCP,GHCND:CEM00043424,3024,0,0,Sri Lanka,TPCP
703,2015-10-01T00:00:00,TPCP,GHCND:CEM00043441,2936,0,0,Sri Lanka,TPCP
704,2015-10-01T00:00:00,TPCP,GHCND:CEM00043466,2506,0,0,Sri Lanka,TPCP
705,2015-11-01T00:00:00,TPCP,GHCND:CE000434730,2625,0,0,Sri Lanka,TPCP
706,2015-11-01T00:00:00,TPCP,GHCND:CEM00043418,6601,0,0,Sri Lanka,TPCP
707,2015-11-01T00:00:00,TPCP,GHCND:CEM00043424,4124,0,0,Sri Lanka,TPCP
708,2015-11-01T00:00:00,TPCP,GHCND:CEM00043441,3689,0,0,Sri Lanka,TPCP
709,2015-11-01T00:00:00,TPCP,GHCND:CEM00043466,4415,0,0,Sri Lanka,TPCP
710,2010-01-01T00:00:00,TPCP,GHCND:CE000434730,746,0,0,Sri Lanka,TPCP
711,2010-01-01T00:00:00,TPCP,GHCND:CEM00043418,474,0,0,Sri Lanka,TPCP
712,2010-01-01T00:00:00,TPCP,GHCND:CEM00043424,51,0,0,Sri Lanka,TPCP
713,2010-01-01T00:00:00,TPCP,GHCND:CEM00043441,856,0,0,Sri Lanka,TPCP
714,2010-01-01T00:00:00,TPCP,GHCND:CEM00043466,204,0,0,Sri Lanka,TPCP
715,2010-02-01T00:00:00,TPCP,GHCND:CE000434730,212,0,0,Sri Lanka,TPCP
716,2010-02-01T00:00:00,TPCP,GHCND:CEM00043418,38,0,0,Sri Lanka,TPCP
717,2010-02-01T00:00:00,TPCP,GHCND:CEM00043424,10,0,0,Sri Lanka,TPCP
718,2010-02-01T00:00:00,TPCP,GHCND:CEM00043441,15,0,0,Sri Lanka,TPCP
719,2010-02-01T00:00:00,TPCP,GHCND:CEM00043466,54,0,0,Sri Lanka,TPCP
720,2010-03-01T00:00:00,TPCP,GHCND:CE000434730,979,0,0,Sri Lanka,TPCP
721,2010-03-01T00:00:00,TPCP,GHCND:CEM00043418,26,0,0,Sri Lanka,TPCP
722,2010-03-01T00:00:00,TPCP,GHCND:CEM00043424,43,0,0,Sri Lanka,TPCP
723,2010-03-01T00:00:00,TPCP,GHCND:CEM00043441,1657,0,0,Sri Lanka,TPCP
724,2010-03-01T00:00:00,TPCP,GHCND:CEM00043466,304,0,0,Sri Lanka,TPCP
725,2010-04-01T00:00:00,TPCP,GHCND:CE000434730,1481,0,0,Sri Lanka,TPCP
726,2010-04-01T00:00:00,TPCP,GHCND:CEM00043418,20,0,0,Sri Lanka,TPCP
727,2010-04-01T00:00:00,TPCP,GHCND:CEM00043424,1317,0,0,Sri Lanka,TPCP
728,2010-04-01T00:00:00,TPCP,GHCND:CEM00043441,2597,0,0,Sri Lanka,TPCP
729,2010-04-01T00:00:00,TPCP,GHCND:CEM00043466,4413,0,0,Sri Lanka,TPCP
730,2010-05-01T00:00:00,TPCP,GHCND:CE000434730,2616,0,0,Sri Lanka,TPCP
731,2010-05-01T00:00:00,TPCP,GHCND:CEM00043418,307,0,0,Sri Lanka,TPCP
732,2010-05-01T00:00:00,TPCP,GHCND:CEM00043424,654,0,0,Sri Lanka,TPCP
733,2010-05-01T00:00:00,TPCP,GHCND:CEM00043441,1399,0,0,Sri Lanka,TPCP
734,2010-05-01T00:00:00,TPCP,GHCND:CEM00043466,7874,0,0,Sri Lanka,TPCP
735,2010-06-01T00:00:00,TPCP,GHCND:CE000434730,3131,0,0,Sri Lanka,TPCP
736,2010-06-01T00:00:00,TPCP,GHCND:CEM00043418,193,0,0,Sri Lanka,TPCP
737,2010-06-01T00:00:00,TPCP,GHCND:CEM00043424,117,0,0,Sri Lanka,TPCP
738,2010-06-01T00:00:00,TPCP,GHCND:CEM00043441,1438,0,0,Sri Lanka,TPCP
739,2010-06-01T00:00:00,TPCP,GHCND:CEM00043466,1840,0,0,Sri Lanka,TPCP
740,2010-07-01T00:00:00,TPCP,GHCND:CE000434730,2008,0,0,Sri Lanka,TPCP
741,2010-07-01T00:00:00,TPCP,GHCND:CEM00043418,92,0,0,Sri Lanka,TPCP
742,2010-07-01T00:00:00,TPCP,GHCND:CEM00043424,351,0,0,Sri Lanka,TPCP
743,2010-07-01T00:00:00,TPCP,GHCND:CEM00043441,1128,0,0,Sri Lanka,TPCP
744,2010-07-01T00:00:00,TPCP,GHCND:CEM00043466,1167,0,0,Sri Lanka,TPCP
745,2010-08-01T00:00:00,TPCP,GHCND:CE000434730,1766,0,0,Sri Lanka,TPCP
746,2010-08-01T00:00:00,TPCP,GHCND:CEM00043418,960,0,0,Sri Lanka,TPCP
747,2010-08-01T00:00:00,TPCP,GHCND:CEM00043424,526,0,0,Sri Lanka,TPCP
748,2010-08-01T00:00:00,TPCP,GHCND:CEM00043441,1201,0,0,Sri Lanka,TPCP
749,2010-08-01T00:00:00,TPCP,GHCND:CEM00043466,148,0,0,Sri Lanka,TPCP
750,2010-09-01T00:00:00,TPCP,GHCND:CE000434730,1593,0,0,Sri Lanka,TPCP
751,2010-09-01T00:00:00,TPCP,GHCND:CEM00043418,1962,0,0,Sri Lanka,TPCP
752,2010-09-01T00:00:00,TPCP,GHCND:CEM00043424,2471,0,0,Sri Lanka,TPCP
753,2010-09-01T00:00:00,TPCP,GHCND:CEM00043441,1717,0,0,Sri Lanka,TPCP
754,2010-09-01T00:00:00,TPCP,GHCND:CEM00043466,2714,0,0,Sri Lanka,TPCP
755,2010-10-01T00:00:00,TPCP,GHCND:CE000434730,2137,0,0,Sri Lanka,TPCP
756,2010-10-01T00:00:00,TPCP,GHCND:CEM00043418,595,0,0,Sri Lanka,TPCP
757,2010-10-01T00:00:00,TPCP,GHCND:CEM00043424,915,0,0,Sri Lanka,TPCP
758,2010-10-01T00:00:00,TPCP,GHCND:CEM00043441,3141,0,0,Sri Lanka,TPCP
759,2010-10-01T00:00:00,TPCP,GHCND:CEM00043466,1553,0,0,Sri Lanka,TPCP
760,2010-11-01T00:00:00,TPCP,GHCND:CE000434730,2706,0,0,Sri Lanka,TPCP
761,2010-11-01T00:00:00,TPCP,GHCND:CEM00043418,2433,0,0,Sri Lanka,TPCP
762,2010-11-01T00:00:00,TPCP,GHCND:CEM00043424,3286,0,0,Sri Lanka,TPCP
763,2010-11-01T00:00:00,TPCP,GHCND:CEM00043441,5484,0,0,Sri Lanka,TPCP
764,2010-11-01T00:00:00,TPCP,GHCND:CEM00043466,9708,0,0,Sri Lanka,TPCP
765,2010-12-01T00:00:00,TPCP,GHCND:CE000434730,2855,0,0,Sri Lanka,TPCP
766,2010-12-01T00:00:00,TPCP,GHCND:CEM00043418,6652,0,0,Sri Lanka,TPCP
767,2010-12-01T00:00:00,TPCP,GHCND:CEM00043424,3546,0,0,Sri Lanka,TPCP
768,2010-12-01T00:00:00,TPCP,GHCND:CEM00043441,3207,0,0,Sri Lanka,TPCP
769,2010-12-01T00:00:00,TPCP,GHCND:CEM00043466,2992,0,0,Sri Lanka,TPCP
770,2011-01-01T00:00:00,TPCP,GHCND:CE000434730,3137,0,0,Sri Lanka,TPCP
771,2011-01-01T00:00:00,TPCP,GHCND:CEM00043418,5747,0,0,Sri Lanka,TPCP
772,2011-01-01T00:00:00,TPCP,GHCND:CEM00043424,773,0,0,Sri Lanka,TPCP
773,2011-01-01T00:00:00,TPCP,GHCND:CEM00043441,1630,0,0,Sri Lanka,TPCP
774,2011-01-01T00:00:00,TPCP,GHCND:CEM00043466,303,0,0,Sri Lanka,TPCP
775,2011-02-01T00:00:00,TPCP,GHCND:CE000434730,2440,0,0,Sri Lanka,TPCP
776,2011-02-01T00:00:00,TPCP,GHCND:CEM00043418,4362,0,0,Sri Lanka,TPCP
777,2011-02-01T00:00:00,TPCP,GHCND:CEM00043424,955,0,0,Sri Lanka,TPCP
778,2011-02-01T00:00:00,TPCP,GHCND:CEM00043441,1736,0,0,Sri Lanka,TPCP
779,2011-02-01T00:00:00,TPCP,GHCND:CEM00043466,757,0,0,Sri Lanka,TPCP
780,2011-03-01T00:00:00,TPCP,GHCND:CE000434730,703,0,0,Sri Lanka,TPCP
781,2011-03-01T00:00:00,TPCP,GHCND:CEM00043418,218,0,0,Sri Lanka,TPCP
782,2011-03-01T00:00:00,TPCP,GHCND:CEM00043424,203,0,0,Sri Lanka,TPCP
783,2011-03-01T00:00:00,TPCP,GHCND:CEM00043441,793,0,0,Sri Lanka,TPCP
784,2011-03-01T00:00:00,TPCP,GHCND:CEM00043466,1331,0,0,Sri Lanka,TPCP
785,2011-04-01T00:00:00,TPCP,GHCND:CE000434730,1767,0,0,Sri Lanka,TPCP
786,2011-04-01T00:00:00,TPCP,GHCND:CEM00043418,1831,0,0,Sri Lanka,TPCP
787,2011-04-01T00:00:00,TPCP,GHCND:CEM00043424,1594,0,0,Sri Lanka,TPCP
788,2011-04-01T00:00:00,TPCP,GHCND:CEM00043441,6350,0,0,Sri Lanka,TPCP
789,2011-04-01T00:00:00,TPCP,GHCND:CEM00043466,3529,0,0,Sri Lanka,TPCP
790,2011-05-01T00:00:00,TPCP,GHCND:CE000434730,531,0,0,Sri Lanka,TPCP
791,2011-05-01T00:00:00,TPCP,GHCND:CEM00043418,11,0,0,Sri Lanka,TPCP
792,2011-05-01T00:00:00,TPCP,GHCND:CEM00043424,16,0,0,Sri Lanka,TPCP
793,2011-05-01T00:00:00,TPCP,GHCND:CEM00043441,2064,0,0,Sri Lanka,TPCP
794,2011-05-01T00:00:00,TPCP,GHCND:CEM00043466,1569,0,0,Sri Lanka,TPCP
795,2011-06-01T00:00:00,TPCP,GHCND:CE000434730,572,0,0,Sri Lanka,TPCP
796,2011-06-01T00:00:00,TPCP,GHCND:CEM00043418,5,0,0,Sri Lanka,TPCP
797,2011-06-01T00:00:00,TPCP,GHCND:CEM00043424,125,0,0,Sri Lanka,TPCP
798,2011-06-01T00:00:00,TPCP,GHCND:CEM00043441,910,0,0,Sri Lanka,TPCP
799,2011-06-01T00:00:00,TPCP,GHCND:CEM00043466,2040,0,0,Sri Lanka,TPCP
800,2011-07-01T00:00:00,TPCP,GHCND:CE000434730,1010,0,0,Sri Lanka,TPCP
801,2011-07-01T00:00:00,TPCP,GHCND:CEM00043418,340,0,0,Sri Lanka,TPCP
802,2011-07-01T00:00:00,TPCP,GHCND:CEM00043424,417,0,0,Sri Lanka,TPCP
803,2011-07-01T00:00:00,TPCP,GHCND:CEM00043441,365,0,0,Sri Lanka,TPCP
804,2011-07-01T00:00:00,TPCP,GHCND:CEM00043466,949,0,0,Sri Lanka,TPCP
805,2011-08-01T00:00:00,TPCP,GHCND:CE000434730,425,0,0,Sri Lanka,TPCP
806,2011-08-01T00:00:00,TPCP,GHCND:CEM00043418,655,0,0,Sri Lanka,TPCP
807,2011-08-01T00:00:00,TPCP,GHCND:CEM00043424,54,0,0,Sri Lanka,TPCP
808,2011-08-01T00:00:00,TPCP,GHCND:CEM00043441,773,0,0,Sri Lanka,TPCP
809,2011-08-01T00:00:00,TPCP,GHCND:CEM00043466,1579,0,0,Sri Lanka,TPCP
810,2011-09-01T00:00:00,TPCP,GHCND:CE000434730,813,0,0,Sri Lanka,TPCP
811,2011-09-01T00:00:00,TPCP,GHCND:CEM00043418,317,0,0,Sri Lanka,TPCP
812,2011-09-01T00:00:00,TPCP,GHCND:CEM00043424,46,0,0,Sri Lanka,TPCP
813,2011-09-01T00:00:00,TPCP,GHCND:CEM00043441,1522,0,0,Sri Lanka,TPCP
814,2011-09-01T00:00:00,TPCP,GHCND:CEM00043466,849,0,0,Sri Lanka,TPCP
815,2011-10-01T00:00:00,TPCP,GHCND:CE000434730,2576,0,0,Sri Lanka,TPCP
816,2011-10-01T00:00:00,TPCP,GHCND:CEM00043418,5090,0,0,Sri Lanka,TPCP
817,2011-10-01T00:00:00,TPCP,GHCND:CEM00043424,1729,0,0,Sri Lanka,TPCP
818,2011-10-01T00:00:00,TPCP,GHCND:CEM00043441,1533,0,0,Sri Lanka,TPCP
819,2011-10-01T00:00:00,TPCP,GHCND:CEM00043466,2154,0,0,Sri Lanka,TPCP
820,2011-11-01T00:00:00,TPCP,GHCND:CE000434730,1775,0,0,Sri Lanka,TPCP
821,2011-11-01T00:00:00,TPCP,GHCND:CEM00043418,3561,0,0,Sri Lanka,TPCP
822,2011-11-01T00:00:00,TPCP,GHCND:CEM00043424,1736,0,0,Sri Lanka,TPCP
823,2011-11-01T00:00:00,TPCP,GHCND:CEM00043441,3867,0,0,Sri Lanka,TPCP
824,2011-11-01T00:00:00,TPCP,GHCND:CEM00043466,1689,0,0,Sri Lanka,TPCP
825,2011-12-01T00:00:00,TPCP,GHCND:CE000434730,1332,0,0,Sri Lanka,TPCP
826,2011-12-01T00:00:00,TPCP,GHCND:CEM00043418,3184,0,0,Sri Lanka,TPCP
827,2011-12-01T00:00:00,TPCP,GHCND:CEM00043424,612,0,0,Sri Lanka,TPCP
828,2011-12-01T00:00:00,TPCP,GHCND:CEM00043441,716,0,0,Sri Lanka,TPCP
829,2011-12-01T00:00:00,TPCP,GHCND:CEM00043466,727,0,0,Sri Lanka,TPCP
830,2012-01-01T00:00:00,TPCP,GHCND:CE000434730,473,0,0,Sri Lanka,TPCP
831,2012-01-01T00:00:00,TPCP,GHCND:CEM00043418,127,0,0,Sri Lanka,TPCP
832,2012-01-01T00:00:00,TPCP,GHCND:CEM00043424,245,0,0,Sri Lanka,TPCP
833,2012-01-01T00:00:00,TPCP,GHCND:CEM00043441,120,0,0,Sri Lanka,TPCP
834,2012-01-01T00:00:00,TPCP,GHCND:CEM00043466,1586,0,0,Sri Lanka,TPCP
835,2012-02-01T00:00:00,TPCP,GHCND:CE000434730,922,0,0,Sri Lanka,TPCP
836,2012-02-01T00:00:00,TPCP,GHCND:CEM00043418,1552,0,0,Sri Lanka,TPCP
837,2012-02-01T00:00:00,TPCP,GHCND:CEM00043424,3103,0,0,Sri Lanka,TPCP
838,2012-02-01T00:00:00,TPCP,GHCND:CEM00043441,1435,0,0,Sri Lanka,TPCP
839,2012-02-01T00:00:00,TPCP,GHCND:CEM00043466,1340,0,0,Sri Lanka,TPCP
840,2012-03-01T00:00:00,TPCP,GHCND:CE000434730,293,0,0,Sri Lanka,TPCP
841,2012-03-01T00:00:00,TPCP,GHCND:CEM00043418,203,0,0,Sri Lanka,TPCP
842,2012-03-01T00:00:00,TPCP,GHCND:CEM00043424,740,0,0,Sri Lanka,TPCP
843,2012-03-01T00:00:00,TPCP,GHCND:CEM00043441,1009,0,0,Sri Lanka,TPCP
844,2012-03-01T00:00:00,TPCP,GHCND:CEM00043466,805,0,0,Sri Lanka,TPCP
845,2012-04-01T00:00:00,TPCP,GHCND:CE000434730,2046,0,0,Sri Lanka,TPCP
846,2012-04-01T00:00:00,TPCP,GHCND:CEM00043418,1455,0,0,Sri Lanka,TPCP
847,2012-04-01T00:00:00,TPCP,GHCND:CEM00043424,1052,0,0,Sri Lanka,TPCP
848,2012-04-01T00:00:00,TPCP,GHCND:CEM00043441,2434,0,0,Sri Lanka,TPCP
849,2012-04-01T00:00:00,TPCP,GHCND:CEM00043466,5327,0,0,Sri Lanka,TPCP
850,2012-05-01T00:00:00,TPCP,GHCND:CE000434730,155,0,0,Sri Lanka,TPCP
851,2012-05-01T00:00:00,TPCP,GHCND:CEM00043418,5,0,0,Sri Lanka,TPCP
852,2012-05-01T00:00:00,TPCP,GHCND:CEM00043424,8,0,0,Sri Lanka,TPCP
853,2012-05-01T00:00:00,TPCP,GHCND:CEM00043441,85,0,0,Sri Lanka,TPCP
854,2012-05-01T00:00:00,TPCP,GHCND:CEM00043466,1961,0,0,Sri Lanka,TPCP
855,2012-06-01T00:00:00,TPCP,GHCND:CE000434730,290,0,0,Sri Lanka,TPCP
856,2012-06-01T00:00:00,TPCP,GHCND:CEM00043418,8,0,0,Sri Lanka,TPCP
857,2012-06-01T00:00:00,TPCP,GHCND:CEM00043424,137,0,0,Sri Lanka,TPCP
858,2012-06-01T00:00:00,TPCP,GHCND:CEM00043441,1299,0,0,Sri Lanka,TPCP
859,2012-06-01T00:00:00,TPCP,GHCND:CEM00043466,957,0,0,Sri Lanka,TPCP
860,2012-07-01T00:00:00,TPCP,GHCND:CE000434730,926,0,0,Sri Lanka,TPCP
861,2012-07-01T00:00:00,TPCP,GHCND:CEM00043418,145,0,0,Sri Lanka,TPCP
862,2012-07-01T00:00:00,TPCP,GHCND:CEM00043424,3,0,0,Sri Lanka,TPCP
863,2012-07-01T00:00:00,TPCP,GHCND:CEM00043441,664,0,0,Sri Lanka,TPCP
864,2012-07-01T00:00:00,TPCP,GHCND:CEM00043466,434,0,0,Sri Lanka,TPCP
865,2012-08-01T00:00:00,TPCP,GHCND:CE000434730,778,0,0,Sri Lanka,TPCP
866,2012-08-01T00:00:00,TPCP,GHCND:CEM00043418,0,0,0,Sri Lanka,TPCP
867,2012-08-01T00:00:00,TPCP,GHCND:CEM00043424,168,0,0,Sri Lanka,TPCP
868,2012-08-01T00:00:00,TPCP,GHCND:CEM00043441,989,0,0,Sri Lanka,TPCP
869,2012-08-01T00:00:00,TPCP,GHCND:CEM00043466,1836,0,0,Sri Lanka,TPCP
870,2012-09-01T00:00:00,TPCP,GHCND:CE000434730,547,0,0,Sri Lanka,TPCP
871,2012-09-01T00:00:00,TPCP,GHCND:CEM00043418,1375,0,0,Sri Lanka,TPCP
872,2012-09-01T00:00:00,TPCP,GHCND:CEM00043424,513,0,0,Sri Lanka,TPCP
873,2012-09-01T00:00:00,TPCP,GHCND:CEM00043441,316,0,0,Sri Lanka,TPCP
874,2012-09-01T00:00:00,TPCP,GHCND:CEM00043466,1437,0,0,Sri Lanka,TPCP
875,2012-10-01T00:00:00,TPCP,GHCND:CE000434730,4453,0,0,Sri Lanka,TPCP
876,2012-10-01T00:00:00,TPCP,GHCND:CEM00043418,5827,0,0,Sri Lanka,TPCP
877,2012-10-01T00:00:00,TPCP,GHCND:CEM00043424,2854,0,0,Sri Lanka,TPCP
878,2012-10-01T00:00:00,TPCP,GHCND:CEM00043441,3188,0,0,Sri Lanka,TPCP
879,2012-10-01T00:00:00,TPCP,GHCND:CEM00043466,3905,0,0,Sri Lanka,TPCP
880,2012-11-01T00:00:00,TPCP,GHCND:CE000434730,3014,0,0,Sri Lanka,TPCP
881,2012-11-01T00:00:00,TPCP,GHCND:CEM00043418,1507,0,0,Sri Lanka,TPCP
882,2012-11-01T00:00:00,TPCP,GHCND:CEM00043424,2478,0,0,Sri Lanka,TPCP
883,2012-11-01T00:00:00,TPCP,GHCND:CEM00043441,2460,0,0,Sri Lanka,TPCP
884,2012-11-01T00:00:00,TPCP,GHCND:CEM00043466,1908,0,0,Sri Lanka,TPCP
885,2012-12-01T00:00:00,TPCP,GHCND:CE000434730,3653,0,0,Sri Lanka,TPCP
886,2012-12-01T00:00:00,TPCP,GHCND:CEM00043418,7228,0,0,Sri Lanka,TPCP
887,2012-12-01T00:00:00,TPCP,GHCND:CEM00043424,3241,0,0,Sri Lanka,TPCP
888,2012-12-01T00:00:00,TPCP,GHCND:CEM00043441,5904,0,0,Sri Lanka,TPCP
889,2012-12-01T00:00:00,TPCP,GHCND:CEM00043466,1554,0,0,Sri Lanka,TPCP
890,2013-01-01T00:00:00,TPCP,GHCND:CE000434730,2079,0,0,Sri Lanka,TPCP
891,2013-01-01T00:00:00,TPCP,GHCND:CEM00043418,1786,0,0,Sri Lanka,TPCP
892,2013-01-01T00:00:00,TPCP,GHCND:CEM00043424,871,0,0,Sri Lanka,TPCP
893,2013-01-01T00:00:00,TPCP,GHCND:CEM00043441,1801,0,0,Sri Lanka,TPCP
894,2013-01-01T00:00:00,TPCP,GHCND:CEM00043466,909,0,0,Sri Lanka,TPCP
895,2013-02-01T00:00:00,TPCP,GHCND:CE000434730,1486,0,0,Sri Lanka,TPCP
896,2013-02-01T00:00:00,TPCP,GHCND:CEM00043418,2532,0,0,Sri Lanka,TPCP
897,2013-02-01T00:00:00,TPCP,GHCND:CEM00043424,931,0,0,Sri Lanka,TPCP
898,2013-02-01T00:00:00,TPCP,GHCND:CEM00043441,525,0,0,Sri Lanka,TPCP
899,2013-02-01T00:00:00,TPCP,GHCND:CEM00043466,1647,0,0,Sri Lanka,TPCP
900,2013-03-01T00:00:00,TPCP,GHCND:CE000434730,1334,0,0,Sri Lanka,TPCP
901,2013-03-01T00:00:00,TPCP,GHCND:CEM00043418,2175,0,0,Sri Lanka,TPCP
902,2013-03-01T00:00:00,TPCP,GHCND:CEM00043424,404,0,0,Sri Lanka,TPCP
903,2013-03-01T00:00:00,TPCP,GHCND:CEM00043441,1598,0,0,Sri Lanka,TPCP
904,2013-03-01T00:00:00,TPCP,GHCND:CEM00043466,5897,0,0,Sri Lanka,TPCP
905,2013-04-01T00:00:00,TPCP,GHCND:CE000434730,1223,0,0,Sri Lanka,TPCP
906,2013-04-01T00:00:00,TPCP,GHCND:CEM00043418,20,0,0,Sri Lanka,TPCP
907,2013-04-01T00:00:00,TPCP,GHCND:CEM00043424,326,0,0,Sri Lanka,TPCP
908,2013-04-01T00:00:00,TPCP,GHCND:CEM00043441,1326,0,0,Sri Lanka,TPCP
909,2013-04-01T00:00:00,TPCP,GHCND:CEM00043466,1464,0,0,Sri Lanka,TPCP
910,2013-05-01T00:00:00,TPCP,GHCND:CE000434730,1583,0,0,Sri Lanka,TPCP
911,2013-05-01T00:00:00,TPCP,GHCND:CEM00043418,1400,0,0,Sri Lanka,TPCP
912,2013-05-01T00:00:00,TPCP,GHCND:CEM00043424,277,0,0,Sri Lanka,TPCP
913,2013-05-01T00:00:00,TPCP,GHCND:CEM00043441,2314,0,0,Sri Lanka,TPCP
914,2013-05-01T00:00:00,TPCP,GHCND:CEM00043466,3977,0,0,Sri Lanka,TPCP
915,2013-06-01T00:00:00,TPCP,GHCND:CE000434730,4563,0,0,Sri Lanka,TPCP
916,2013-06-01T00:00:00,TPCP,GHCND:CEM00043418,13,0,0,Sri Lanka,TPCP
917,2013-06-01T00:00:00,TPCP,GHCND:CEM00043424,128,0,0,Sri Lanka,TPCP
918,2013-06-01T00:00:00,TPCP,GHCND:CEM00043441,1944,0,0,Sri Lanka,TPCP
919,2013-06-01T00:00:00,TPCP,GHCND:CEM00043466,2671,0,0,Sri Lanka,TPCP
920,2013-07-01T00:00:00,TPCP,GHCND:CE000434730,1676,0,0,Sri Lanka,TPCP
921,2013-07-01T00:00:00,TPCP,GHCND:CEM00043418,647,0,0,Sri Lanka,TPCP
922,2013-07-01T00:00:00,TPCP,GHCND:CEM00043424,100,0,0,Sri Lanka,TPCP
923,2013-07-01T00:00:00,TPCP,GHCND:CEM00043441,647,0,0,Sri Lanka,TPCP
924,2013-07-01T00:00:00,TPCP,GHCND:CEM00043466,1982,0,0,Sri Lanka,TPCP
925,2013-08-01T00:00:00,TPCP,GHCND:CE000434730,1749,0,0,Sri Lanka,TPCP
926,2013-08-01T00:00:00,TPCP,GHCND:CEM00043418,932,0,0,Sri Lanka,TPCP
927,2013-08-01T00:00:00,TPCP,GHCND:CEM00043424,132,0,0,Sri Lanka,TPCP
928,2013-08-01T00:00:00,TPCP,GHCND:CEM00043441,244,0,0,Sri Lanka,TPCP
929,2013-08-01T00:00:00,TPCP,GHCND:CEM00043466,209,0,0,Sri Lanka,TPCP
930,2013-09-01T00:00:00,TPCP,GHCND:CE000434730,1795,0,0,Sri Lanka,TPCP
931,2013-09-01T00:00:00,TPCP,GHCND:CEM00043418,20,0,0,Sri Lanka,TPCP
932,2013-09-01T00:00:00,TPCP,GHCND:CEM00043424,1031,0,0,Sri Lanka,TPCP
933,2013-09-01T00:00:00,TPCP,GHCND:CEM00043441,2272,0,0,Sri Lanka,TPCP
934,2013-09-01T00:00:00,TPCP,GHCND:CEM00043466,2217,0,0,Sri Lanka,TPCP
935,2013-10-01T00:00:00,TPCP,GHCND:CE000434730,1720,0,0,Sri Lanka,TPCP
936,2013-10-01T00:00:00,TPCP,GHCND:CEM00043418,348,0,0,Sri Lanka,TPCP
937,2013-10-01T00:00:00,TPCP,GHCND:CEM00043424,1149,0,0,Sri Lanka,TPCP
938,2013-10-01T00:00:00,TPCP,GHCND:CEM00043441,2689,0,0,Sri Lanka,TPCP
939,2013-10-01T00:00:00,TPCP,GHCND:CEM00043466,1391,0,0,Sri Lanka,TPCP
940,2013-11-01T00:00:00,TPCP,GHCND:CE000434730,1454,0,0,Sri Lanka,TPCP
941,2013-11-01T00:00:00,TPCP,GHCND:CEM00043418,1624,0,0,Sri Lanka,TPCP
942,2013-11-01T00:00:00,TPCP,GHCND:CEM00043424,2805,0,0,Sri Lanka,TPCP
943,2013-11-01T00:00:00,TPCP,GHCND:CEM00043441,2090,0,0,Sri Lanka,TPCP
944,2013-11-01T00:00:00,TPCP,GHCND:CEM00043466,1507,0,0,Sri Lanka,TPCP
